,accgdln,age,altdum,amttotal,casetype,citwhere,combdrg2,crimhist,disposit,district,drugmin,dsplea,educatn,intdum,methmin,monrace,monsex,mweight,newcit,newcnvtn,neweduc,newrace,nodrug,numdepen,offguide,prisdum,probatn,probdum,quarter,reas1,reas2,reas3,regsxmin,relmin,restdet1,restdum,safe,safety,senspcap,sensplt0,sentimp,smax1,smin1,sources,statmax,statmin,supermax,supermin,suprdum,suprel,timservc,totchpts,totrest,totunit,typemony,typeoths,unit1,mwgt1,wgt1,xcrhissr,xfolsor,xmaxsor,xminsor,sentrnge,no_of_misclass
1954,1.0,36.0,0,0,1.0,211.0,6.0,1.0,1,64,120,1,32.0,0,0,1,0.0,267400000.0,0.0,0,1.0,3.0,1.0,2.0,10,1,0,0,1,19.0,16.0,44.0,0,0,0.0,0.0,2.0,1.0,20.0,20.0,1,9996.0,120.0,1,9996.0,120.0,60.0,24.0,1,36,0.0,2.0,0.0,1.0,1.0,0,2.0,267400000.0,13370.0,2.0,29.0,121.0,97.0,2.0,1
1958,2.0,34.0,0,0,1.0,28.0,1.0,0.0,1,74,120,1,2.0,0,0,1,0.0,64756246.960035145,1.0,0,1.0,3.0,1.0,1.5311047437121936,10,1,0,0,1,19.0,703.0,4.0,0,0,0.0,0.0,1.0,1.0,78.0,78.0,1,9996.0,120.0,1,9996.0,120.0,137.440206185567,60.0,1,60,0.0,0.0,0.0,1.0,1.0,0,1.0,63560994.99244218,85104.43331456716,1.0,33.0,168.0,135.0,2.0,1
1960,1.0,29.0,0,0,1.0,211.0,6.0,1.0,1,69,120,1,34.0,0,0,1,0.0,64756246.960035145,0.0,0,5.0,1.0,1.0,0.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,210.0,210.0,1,9996.0,120.0,1,9996.0,120.0,137.440206185567,60.0,1,60,0.0,10.0,0.0,1.0,1.0,0,1.0,63560994.99244218,85104.43331456716,5.0,33.0,262.0,210.0,0.0,1
1962,2.0,40.0,0,0,1.0,50.0,6.0,1.0,1,74,120,1,32.0,0,0,8,0.0,114193000.0,1.0,0,1.0,3.0,2.0,1.5311047437121936,10,1,0,0,1,48.0,2.0,3.0,0,0,0.0,0.0,1.0,1.0,41.0,41.0,1,9996.0,120.0,1,9996.0,120.0,996.0,60.0,1,36,0.0,0.0,0.0,1.0,1.0,0,2.0,113200000.0,56600.0,1.0,27.0,87.0,70.0,3.0,1
1964,2.0,31.0,0,0,1.0,211.0,6.0,0.0,1,74,120,1,21.0,0,0,1,0.0,164400000.0,0.0,0,3.0,3.0,1.0,0.0,10,1,0,0,1,48.0,703.0,4.0,0,0,0.0,0.0,1.0,1.0,24.0,24.0,1,9996.0,120.0,1,9996.0,120.0,36.0,36.0,1,36,0.0,0.0,0.0,1.0,1.0,0,2.0,164400000.0,8220.0,1.0,27.0,87.0,70.0,3.0,1
1965,1.0,29.0,0,0,1.0,211.0,4.0,1.0,1,86,0,5,34.0,0,0,2,1.0,43410.0,0.0,0,5.0,2.0,1.0,2.0,10,1,0,0,1,2.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,18.0,18.0,1,60.0,0.0,1,60.0,0.0,36.0,24.0,1,24,0.0,1.0,0.0,1.0,1.0,0,2.0,43410.0,43410.0,1.0,17.0,30.0,24.0,8.0,1
1967,1.0,41.0,0,0,1.0,211.0,6.0,1.0,1,86,120,1,21.0,0,0,1,0.0,8002000.0,0.0,0,3.0,1.0,2.0,2.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,235.0,235.0,1,9996.0,120.0,1,9996.0,120.0,137.440206185567,60.0,1,60,0.0,9.0,0.0,1.0,1.0,0,2.0,6800000.0,3400.0,4.0,35.0,293.0,235.0,0.0,1
1973,2.0,24.0,0,0,1.0,28.0,1.0,0.0,1,30,120,1,3.0,0,0,2,0.0,146000000.0,1.0,0,1.0,3.0,1.0,1.0,10,1,0,0,1,19.0,61.0,669.0,0,0,0.0,0.0,1.0,1.0,97.0,97.0,1,9996.0,120.0,1,9996.0,120.0,60.0,24.0,1,60,0.0,0.0,0.0,1.0,1.0,0,2.0,146000000.0,730000.0,1.0,33.0,168.0,135.0,2.0,1
1978,2.0,30.0,0,0,1.0,211.0,1.0,1.0,1,7,0,1,11.0,0,0,1,0.0,64756246.960035145,0.0,0,1.0,3.0,1.0,0.0,10,1,0,0,1,2.0,3.0,57.0,0,0,0.0,0.0,0.0,0.0,0.03,0.03,1,240.0,0.0,1,240.0,0.0,36.0,12.0,0,0,997.0,1.0,0.0,1.0,1.0,0,1.0,63560994.99244218,85104.43331456716,1.0,22.0,51.0,41.0,7.0,1
1985,1.0,25.0,0,0,1.0,211.0,2.0,1.0,1,5,60,1,32.0,0,0,1,0.0,636152.0,0.0,0,1.0,3.0,3.0,0.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,69.0,69.0,1,480.0,60.0,1,480.0,60.0,60.0,48.0,1,48,0.0,3.0,0.0,1.0,1.0,0,1.0,399952.0,112.0,2.0,25.0,78.0,63.0,0.0,1
1987,1.0,49.0,0,0,1.0,211.0,6.0,1.0,1,96,60,1,12.0,0,0,1,0.0,1434100.0,0.0,0,3.0,1.0,1.0,3.0,10,1,0,0,1,19.0,875.0,4.0,0,0,0.0,0.0,2.0,1.0,21.0,21.0,1,480.0,60.0,1,480.0,60.0,60.0,48.0,1,48,0.0,2.0,0.0,1.0,1.0,0,1.0,1434100.0,717.05,2.0,27.0,97.0,78.0,2.0,1
1988,2.0,28.0,0,0,1.0,211.0,3.0,1.0,1,7,0,1,21.0,0,0,2,0.0,64756246.960035145,0.0,0,3.0,2.0,1.0,3.0,10,0,60,1,1,17.0,57.0,60.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,240.0,0.0,1,240.0,0.0,36.0,12.0,0,0,0.0,6.0,0.0,1.0,1.0,0,1.0,63560994.99244218,85104.43331456716,3.0,15.0,30.0,24.0,8.0,1
1993,2.0,37.0,0,0,1.0,211.0,1.0,1.0,1,1,120,1,12.0,0,0,1,0.0,3000000.0,0.0,0,3.0,3.0,1.0,0.0,10,1,0,0,1,2.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,120.0,120.0,1,9996.0,120.0,1,9996.0,120.0,996.0,60.0,1,60,0.0,1.0,0.0,1.0,1.0,0,2.0,3000000.0,15000.0,1.0,33.0,168.0,135.0,8.0,1
2016,1.0,40.0,0,0,1.0,211.0,2.0,1.0,1,45,120,1,21.0,0,0,2,0.0,1565857.5,0.0,0,3.0,2.0,2.0,2.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,180.0,180.0,1,9996.0,120.0,1,9996.0,180.0,996.0,60.0,1,60,0.0,3.0,0.0,1.0,1.0,0,1.0,1544457.5,432.5,2.0,29.0,121.0,97.0,0.0,1
2024,1.0,39.0,0,0,1.0,49.0,4.0,1.0,1,41,60,1,6.0,0,0,1,0.0,102360.0,1.0,0,1.0,3.0,1.0,1.0,10,1,0,0,1,19.0,3.0,4.0,0,0,3.0,0.0,1.0,1.0,24.0,24.0,1,480.0,60.0,1,480.0,60.0,60.0,24.0,0,0,0.0,1.0,0.0,1.0,1.0,0,2.0,102360.0,102360.0,1.0,17.0,30.0,24.0,0.0,1
2026,1.0,41.0,0,0,1.0,211.0,6.0,1.0,1,68,120,1,32.0,0,0,1,0.0,64756246.960035145,0.0,0,1.0,1.0,1.0,1.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,1.0,1.0,40.0,40.0,1,9996.0,120.0,1,9996.0,120.0,60.0,34.99150401836969,1,60,0.0,0.0,0.0,1.0,1.0,0,1.0,63560994.99244218,85104.43331456716,1.0,27.0,87.0,70.0,2.0,1
2028,1.0,38.0,0,0,1.0,211.0,3.0,1.0,1,66,120,1,34.0,0,0,2,0.0,64756246.960035145,0.0,0,5.0,2.0,1.0,2.0,10,1,0,0,1,60.0,61.0,4.0,0,0,0.0,0.0,0.0,0.0,120.0,120.0,1,9996.0,120.0,1,9996.0,120.0,60.0,34.99150401836969,1,60,0.0,13.0,0.0,1.0,1.0,0,1.0,63560994.99244218,85104.43331456716,6.0,27.0,162.0,130.0,8.0,1
2032,1.0,23.0,0,0,1.0,49.0,3.0,0.0,1,70,120,1,9.0,0,0,1,0.0,6836020.0,1.0,0,1.0,3.0,3.0,1.0,10,1,0,0,1,48.0,11.0,17.0,0,0,0.0,0.0,1.0,1.0,40.0,40.0,1,9996.0,120.0,1,9996.0,120.0,60.0,24.0,1,36,0.0,0.0,0.0,1.0,1.0,0,2.0,4180000.0,4180.0,1.0,27.0,87.0,70.0,3.0,1
2037,1.0,19.0,0,0,1.0,211.0,6.0,0.0,1,74,120,1,10.0,0,0,1,1.0,21800000.0,0.0,0,1.0,3.0,1.0,1.5311047437121936,10,1,0,0,1,48.0,11.0,17.0,0,0,0.0,0.0,1.0,1.0,12.03,12.03,1,9996.0,120.0,1,9996.0,120.0,137.440206185567,60.0,1,36,0.0,0.0,0.0,1.0,1.0,0,2.0,21800000.0,1090.0,1.0,24.0,63.0,51.0,3.0,1
2044,1.0,30.0,0,0,1.0,211.0,4.0,1.0,1,45,0,1,34.0,0,0,2,1.0,64756246.960035145,0.0,0,5.0,2.0,1.0,0.0,10,0,24,1,1,15.0,17.0,18.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,60.0,0.0,1,60.0,0.0,36.0,12.0,0,0,0.0,2.0,0.0,1.0,1.0,0,1.0,63560994.99244218,85104.43331456716,2.0,15.0,27.0,21.0,7.0,1
2052,1.0,37.0,0,0,1.0,211.0,6.0,1.0,1,2,120,1,11.0,0,0,1,0.0,3136000.0,0.0,0,1.0,3.0,1.0,7.0,10,1,0,0,1,747.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,120.0,120.0,1,9996.0,120.0,1,9996.0,120.0,60.0,34.99150401836969,1,60,0.0,7.0,0.0,1.0,1.0,0,1.0,3136000.0,156.8,4.0,29.0,151.0,121.0,8.0,1
2053,1.0,42.0,0,0,1.0,211.0,3.0,1.0,1,50,0,1,12.0,0,0,2,0.0,62180.0,0.0,0,3.0,2.0,1.0,0.0,10,1,0,0,1,19.0,703.0,4.0,0,0,0.0,0.0,0.0,0.0,13.0,13.0,1,240.0,0.0,1,240.0,0.0,36.0,36.0,1,36,0.0,5.0,0.0,1.0,1.0,0,1.0,62180.0,62.18,3.0,17.0,37.0,30.0,2.0,1
2054,1.0,34.0,0,0,1.0,49.0,3.0,0.0,1,50,120,1,12.0,0,0,1,0.0,1435200.0,1.0,0,3.0,3.0,1.0,0.0,10,1,0,0,1,2.0,60.0,61.0,0,0,0.0,0.0,1.0,1.0,42.0,42.0,1,9996.0,120.0,1,9996.0,120.0,60.0,24.0,1,36,0.0,0.0,0.0,1.0,1.0,0,1.0,1435200.0,1435.2,1.0,25.0,71.0,57.0,8.0,1
2055,2.0,32.0,0,0,1.0,31.0,1.0,0.0,1,30,120,1,8.0,0,0,1,0.0,187400000.0,1.0,0,1.0,3.0,1.0,1.0,10,1,0,0,1,1206.0,14.0,1209.0,0,0,0.0,0.0,1.0,1.0,46.0,46.0,1,9996.0,120.0,1,9996.0,120.0,60.0,24.0,1,60,0.0,0.0,0.0,1.0,1.0,0,2.0,187400000.0,937000.0,1.0,27.0,87.0,70.0,8.0,1
2056,2.0,46.0,0,0,1.0,211.0,6.0,1.0,1,95,60,1,12.0,0,0,1,1.0,121800000.0,0.0,0,3.0,1.0,1.0,0.0,10,1,0,0,1,2.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,96.0,96.0,1,480.0,60.0,1,1440.0,60.0,60.0,48.0,1,48,0.0,0.0,0.0,1.0,1.0,0,2.0,121800000.0,6090.0,1.0,37.0,262.0,210.0,7.0,1
2063,1.0,44.0,0,0,1.0,211.0,6.0,1.0,1,81,60,1,5.0,0,0,1,0.0,64756246.960035145,0.0,0,1.0,3.0,1.0,1.0,10,1,0,0,1,19.0,2.0,3.0,0,0,0.0,0.0,0.0,0.0,27.0,27.0,1,480.0,60.0,1,480.0,60.0,60.0,24.0,1,48,0.0,5.0,0.0,1.0,1.0,0,1.0,63560994.99244218,85104.43331456716,3.0,27.0,108.0,87.0,2.0,1
2064,1.0,23.0,0,0,1.0,211.0,6.0,1.0,1,70,60,1,34.0,0,0,1,0.0,889600.0,0.0,0,5.0,3.0,1.0,0.0,10,1,0,0,1,2.0,11.0,60.0,0,0,0.0,0.0,1.0,1.0,15.0,15.0,1,480.0,60.0,1,480.0,60.0,60.0,24.0,1,48,0.0,1.0,0.0,1.0,1.0,0,1.0,889600.0,444.8,1.0,21.0,46.0,37.0,8.0,1
2066,1.0,44.0,0,0,1.0,211.0,6.0,1.0,1,33,60,1,34.0,0,0,1,0.0,1318800.0,0.0,0,5.0,1.0,1.0,1.0,10,1,0,0,1,1206.0,60.0,61.0,0,0,0.0,0.0,0.0,0.0,108.0,108.0,1,480.0,60.0,1,480.0,60.0,60.0,48.0,1,48,0.0,31.0,0.0,1.0,1.0,0,1.0,1318800.0,65.94,6.0,27.0,162.0,130.0,8.0,1
2070,1.0,43.0,0,0,1.0,49.0,6.0,1.0,1,81,60,1,21.0,0,0,1,0.0,64756246.960035145,1.0,0,3.0,3.0,1.0,0.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,42.0,42.0,1,480.0,60.0,1,480.0,60.0,60.0,24.0,0,0,0.0,3.0,0.0,1.0,1.0,0,1.0,63560994.99244218,85104.43331456716,2.0,29.0,121.0,97.0,2.0,1
2072,1.0,36.0,0,0,1.0,49.0,6.0,1.0,1,88,0,1,37.0,0,0,1,0.0,37723600.0,1.0,0,1.0,3.0,2.0,0.0,10,1,0,0,1,500.0,3.0,4.0,0,0,0.0,0.0,1.0,1.0,60.0,60.0,1,240.0,0.0,1,480.0,0.0,36.0,12.0,1,36,0.0,0.0,0.0,1.0,1.0,0,2.0,37200000.0,18600.0,1.0,31.0,135.0,108.0,7.0,1
2074,2.0,31.0,0,0,1.0,211.0,6.0,1.0,1,33,120,1,34.0,0,0,1,1.0,20800000.0,0.0,0,5.0,1.0,1.0,0.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,72.0,72.0,1,9996.0,120.0,1,9996.0,120.0,60.0,60.0,1,60,0.0,1.0,0.0,1.0,1.0,0,2.0,20800000.0,1040.0,1.0,33.0,168.0,135.0,2.0,1
2078,2.0,29.0,0,0,1.0,211.0,6.0,1.0,1,63,60,1,21.0,0,0,1,0.0,944800.0,0.0,0,3.0,1.0,1.0,1.0,10,1,0,0,1,1211.0,2.0,1211.0,0,0,0.0,0.0,0.0,0.0,68.0,68.0,1,480.0,60.0,1,480.0,60.0,60.0,48.0,1,60,0.0,6.0,0.0,1.0,1.0,0,1.0,944800.0,47.24,3.0,27.0,108.0,87.0,5.0,1
2084,1.0,32.0,0,0,1.0,211.0,2.0,1.0,1,30,60,1,34.0,0,0,1,1.0,20939290.0,0.0,0,5.0,1.0,2.0,0.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,121.0,121.0,1,480.0,60.0,1,480.0,60.0,60.0,48.0,1,60,0.0,7.0,0.0,1.0,1.0,0,2.0,17819290.0,4990.0,4.0,35.0,293.0,235.0,2.0,1
2086,2.0,28.0,0,0,1.0,211.0,6.0,1.0,1,42,60,1,12.0,0,0,1,0.0,22971800.0,0.0,0,3.0,3.0,1.0,1.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,120.0,120.0,1,480.0,60.0,1,9996.0,120.0,60.0,48.0,1,60,0.0,2.0,0.0,1.0,1.0,0,1.0,22971800.0,1148.59,2.0,31.0,151.0,121.0,2.0,1
2088,1.0,69.0,1,0,1.0,211.0,77.0,1.0,1,20,0,1,32.0,0,0,2,0.0,4255.0,0.0,0,1.0,2.0,2.0,0.0,10,1,0,0,1,11.0,14.0,15.0,0,0,0.0,0.0,0.0,0.0,6.03,6.03,2,360.0,0.0,1,2160.0,0.0,72.0,34.99150401836969,1,72,997.0,12.0,0.0,1.0,1.0,0,1.0,2875.0,1.15,6.0,31.0,235.0,188.0,8.0,1
2091,2.0,24.0,0,0,1.0,49.0,77.0,0.0,1,74,120,1,34.0,0,0,1,1.0,55217000.0,1.0,0,5.0,3.0,3.0,1.5311047437121936,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,1.0,1.0,40.0,40.0,1,9996.0,120.0,1,9996.0,120.0,60.0,36.0,1,36,0.0,0.0,0.0,1.0,1.0,0,2.0,43525000.0,17410.0,1.0,26.0,78.0,63.0,2.0,1
2092,2.0,68.0,0,0,1.0,49.0,6.0,1.0,1,42,60,1,2.0,0,0,1,0.0,9720000.0,1.0,0,1.0,3.0,1.0,0.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,60.0,60.0,1,480.0,60.0,1,504.0,60.0,60.0,48.0,1,48,0.0,6.0,0.0,2.0,1.0,0,1.0,9720000.0,486.0,3.0,23.0,71.0,57.0,0.0,1
2097,1.0,34.0,0,0,1.0,211.0,6.0,1.0,1,42,120,1,32.0,0,0,1,0.0,5680000.0,0.0,0,1.0,3.0,1.0,0.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,60.0,60.0,1,9996.0,120.0,1,9996.0,120.0,60.0,34.99150401836969,1,120,0.0,22.0,0.0,1.0,1.0,0,2.0,5680000.0,2840.0,6.0,34.0,327.0,262.0,2.0,1
2098,1.0,27.0,0,0,1.0,49.0,6.0,0.0,1,52,120,1,34.0,0,0,1,1.0,25000000.0,1.0,0,5.0,3.0,2.0,2.0,10,1,0,0,1,2.0,4.0,11.0,0,0,0.0,0.0,1.0,1.0,20.0,20.0,1,9996.0,120.0,1,9996.0,120.0,60.0,24.0,1,24,0.0,0.0,0.0,1.0,1.0,0,2.0,20000000.0,10000.0,1.0,24.0,63.0,51.0,7.0,1
2108,1.0,20.0,0,0,1.0,49.0,4.0,1.0,1,72,120,1,32.0,0,0,1,0.0,202644.0,1.0,0,1.0,3.0,2.0,0.0,10,1,0,0,1,19.0,11.0,61.0,0,0,0.0,0.0,0.0,0.0,24.0,24.0,1,9996.0,120.0,1,9996.0,120.0,60.0,34.99150401836969,1,60,0.0,0.0,0.0,1.0,1.0,0,5.0,184500.0,184500.0,1.0,21.0,46.0,37.0,2.0,1
2112,1.0,40.0,0,0,1.0,211.0,3.0,1.0,1,9,0,1,22.0,0,0,2,0.0,37288.0,0.0,0,5.0,2.0,3.0,1.0,10,1,0,0,1,2.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,69.0,69.0,1,240.0,0.0,1,9996.0,60.0,60.0,36.0,1,36,0.0,0.0,0.0,1.0,1.0,0,1.0,34890.0,34.89,1.0,25.0,71.0,57.0,7.0,1
2114,2.0,53.0,0,0,1.0,211.0,6.0,1.0,1,63,0,1,21.0,0,0,1,1.0,4536000.0,0.0,0,3.0,1.0,1.0,0.0,10,1,0,0,1,1209.0,1200.0,61.0,0,0,0.0,0.0,0.0,0.0,33.0,33.0,1,240.0,0.0,1,240.0,0.0,36.0,12.0,1,36,0.0,2.0,0.0,1.0,1.0,0,1.0,4536000.0,2268.0,2.0,23.0,63.0,51.0,7.0,1
2122,2.0,22.0,0,0,1.0,211.0,6.0,0.0,1,74,120,1,34.0,0,0,1,0.0,700000000.0,0.0,0,5.0,3.0,1.0,1.0,10,1,0,0,1,48.0,3.0,60.0,0,0,0.0,0.0,1.0,1.0,37.0,37.0,1,9996.0,120.0,1,9996.0,120.0,60.0,24.0,1,36,0.0,0.0,0.0,1.0,1.0,0,2.0,700000000.0,35000.0,1.0,27.0,87.0,70.0,3.0,1
2125,1.0,34.0,0,0,1.0,211.0,3.0,1.0,1,22,0,1,16.0,0,0,1,0.0,83100.0,0.0,0,6.0,1.0,2.0,0.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,1.0,1.0,24.0,24.0,1,240.0,0.0,1,240.0,0.0,36.0,34.99150401836969,1,36,0.0,1.0,0.0,1.0,1.0,0,1.0,83000.0,83.0,1.0,17.0,30.0,24.0,0.0,1
2129,1.0,30.0,0,0,1.0,211.0,6.0,1.0,1,70,60,1,12.0,0,0,1,1.0,57760000.0,0.0,0,3.0,3.0,1.0,0.0,10,1,0,0,1,48.0,2.0,3.0,0,0,0.0,0.0,1.0,1.0,18.0,18.0,1,480.0,60.0,1,480.0,60.0,60.0,24.0,1,60,0.0,1.0,0.0,1.0,1.0,0,2.0,57760000.0,28880.0,1.0,26.0,78.0,63.0,3.0,1
2131,1.0,34.0,0,1000,1.0,211.0,6.0,1.0,1,56,60,1,21.0,0,0,1,0.0,64756246.960035145,0.0,0,3.0,1.0,1.0,2.0,10,1,0,0,1,2.0,11.0,15.0,0,0,0.0,0.0,0.0,0.0,156.0,156.0,1,480.0,60.0,1,9996.0,120.0,60.0,48.0,1,48,0.0,11.0,0.0,1.0,3.0,0,1.0,63560994.99244218,85104.43331456716,5.0,28.0,162.0,130.0,7.0,1
2136,1.0,43.0,0,0,1.0,211.0,3.0,1.0,1,45,120,1,12.0,0,0,2,0.0,9500150.9,0.0,0,3.0,2.0,5.0,0.0,10,1,0,0,1,2.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,120.0,120.0,1,9996.0,120.0,1,9996.0,120.0,60.0,24.0,1,60,0.0,0.0,0.0,1.0,1.0,0,1.0,7286500.0,7286.5,1.0,33.0,168.0,135.0,8.0,1
2138,1.0,32.0,0,0,2.0,211.0,77.0,0.0,1,9,0,1,34.0,0,0,1,0.0,1125.0,0.0,0,5.0,1.0,1.0,0.0,9,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,1.0,0.0,3.13,3.13,1,12.0,0.0,1,12.0,0.0,12.0,12.0,1,12,3.13,0.0,0.0,1.0,1.0,0,1.0,1125.0,0.45,1.0,6.0,6.0,0.0,0.0,1
2140,1.0,32.0,0,1000,1.0,211.0,77.0,1.0,1,14,120,1,34.0,0,0,1,0.0,64756246.960035145,0.0,0,5.0,1.0,1.0,0.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,120.0,120.0,1,9996.0,120.0,1,9996.0,120.0,60.0,34.99150401836969,1,60,0.0,0.0,0.0,1.0,3.0,0,1.0,63560994.99244218,85104.43331456716,1.0,31.0,135.0,108.0,0.0,1
2142,1.0,51.0,0,6445,1.0,49.0,6.0,1.0,1,33,0,1,37.0,0,0,1,0.0,3321400000.0,1.0,0,1.0,3.0,1.0,2.0,10,1,0,0,1,19.0,3.0,4.0,0,0,4.0,1.0,0.0,0.0,48.0,48.0,1,48.0,0.0,1,48.0,0.0,12.0,12.0,0,0,0.0,4.0,6445.0,1.0,2.0,0,2.0,3321400000.0,166070.0,3.0,39.0,405.0,324.0,0.0,1
2146,2.0,34.0,0,0,1.0,211.0,6.0,1.0,1,49,120,1,16.0,0,0,1,0.0,64756246.960035145,0.0,0,6.0,1.0,1.0,0.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,151.0,151.0,1,9996.0,120.0,1,9996.0,120.0,60.0,60.0,1,60,0.0,9.0,0.0,1.0,1.0,0,1.0,63560994.99244218,85104.43331456716,4.0,31.0,188.0,151.0,0.0,1
2158,1.0,26.0,0,500,1.0,211.0,6.0,0.0,1,46,60,1,34.0,0,0,3,0.0,3183000.0,0.0,0,5.0,6.0,2.0,1.0,10,1,0,0,1,19.0,1206.0,15.0,0,0,0.0,0.0,0.0,0.0,60.0,60.0,1,480.0,60.0,1,480.0,60.0,60.0,48.0,1,48,0.0,0.0,0.0,1.0,3.0,0,1.0,3180000.0,159.0,1.0,31.0,135.0,108.0,2.0,1
2162,1.0,48.0,0,0,1.0,211.0,6.0,1.0,1,87,0,1,12.0,0,0,1,1.0,9080000.0,0.0,0,3.0,3.0,1.0,2.0,10,1,0,0,1,2.0,3.0,1206.0,0,0,0.0,0.0,1.0,1.0,18.0,18.0,1,60.0,0.0,1,60.0,0.0,36.0,12.0,1,36,0.0,0.0,0.0,1.0,1.0,0,2.0,9080000.0,4540.0,1.0,23.0,57.0,46.0,8.0,1
2163,1.0,32.0,0,0,1.0,211.0,2.0,1.0,1,13,120,1,32.0,0,0,2,0.0,9998800.0,0.0,0,1.0,2.0,1.0,0.0,10,1,0,0,1,60.0,61.0,4.0,0,0,0.0,0.0,0.0,0.0,120.0,120.0,1,9996.0,120.0,1,9996.0,120.0,996.0,72.0,1,72,0.0,2.0,0.0,1.0,1.0,0,2.0,9998800.0,2800.0,2.0,36.0,262.0,210.0,8.0,1
2165,2.0,40.0,0,0,1.0,211.0,6.0,1.0,1,44,120,1,34.0,0,0,1,0.0,8466000.0,0.0,0,5.0,1.0,1.0,3.0,10,1,0,0,1,875.0,3.0,4.0,0,0,4.0,0.0,2.0,1.0,78.0,78.0,1,9996.0,120.0,1,9996.0,120.0,60.0,24.0,1,60,0.0,6.0,0.0,1.0,1.0,0,1.0,8466000.0,423.3,3.0,28.0,121.0,97.0,7.0,1
2169,1.0,47.0,0,0,1.0,211.0,77.0,1.0,1,16,120,1,11.0,0,0,2,0.0,64756246.960035145,0.0,0,1.0,2.0,1.0,2.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,84.0,84.0,1,9996.0,120.0,1,9996.0,120.0,60.0,34.99150401836969,1,48,0.0,3.0,0.0,1.0,1.0,0,1.0,63560994.99244218,85104.43331456716,2.0,31.0,151.0,121.0,2.0,1
2175,1.0,33.0,0,0,1.0,211.0,4.0,1.0,1,26,0,1,34.0,0,0,1,0.0,6090.0,0.0,0,5.0,1.0,1.0,1.0,10,1,0,0,1,2.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,0.99,0.99,1,60.0,0.0,1,60.0,0.0,36.0,24.0,1,36,0.0,0.0,0.0,1.0,1.0,0,2.0,6090.0,6090.0,1.0,12.0,16.0,10.0,7.0,1
2176,2.0,19.0,0,0,1.0,49.0,6.0,0.0,1,74,120,1,11.0,0,0,1,1.0,676800000.0,1.0,0,1.0,3.0,1.0,0.0,10,1,0,0,1,48.0,2.0,3.0,0,0,0.0,0.0,1.0,1.0,30.0,30.0,1,9996.0,120.0,1,9996.0,120.0,996.0,36.0,1,36,0.0,0.0,0.0,1.0,1.0,0,2.0,676800000.0,33840.0,1.0,27.0,87.0,70.0,3.0,1
2180,2.0,34.0,1,0,1.0,211.0,6.0,1.0,1,74,120,1,12.0,0,0,1,0.0,195800000.0,0.0,0,3.0,3.0,1.0,1.5311047437121936,10,1,0,0,1,3.0,1206.0,12.0,0,0,0.0,0.0,1.0,1.0,12.82,12.82,2,9996.0,120.0,1,9996.0,120.0,137.440206185567,60.0,1,60,0.82,1.0,0.0,1.0,1.0,0,2.0,195800000.0,9790.0,1.0,27.0,87.0,70.0,8.0,1
2183,1.0,36.0,0,0,1.0,211.0,6.0,1.0,1,43,120,1,21.0,0,0,2,1.0,36000000.0,0.0,0,3.0,2.0,1.0,4.0,10,1,0,0,1,11.0,17.0,60.0,0,0,4.0,0.0,1.0,1.0,45.0,45.0,1,9996.0,120.0,1,9996.0,120.0,60.0,24.0,1,60,0.0,0.0,0.0,1.0,1.0,0,2.0,36000000.0,1800.0,1.0,26.0,78.0,63.0,8.0,1
