,accgdln,age,altdum,amttotal,casetype,citwhere,combdrg2,crimhist,disposit,district,drugmin,dsplea,educatn,intdum,methmin,monrace,monsex,mweight,newcit,newcnvtn,neweduc,newrace,nodrug,numdepen,offguide,prisdum,probatn,probdum,quarter,reas1,reas2,reas3,regsxmin,relmin,restdet1,restdum,safe,safety,senspcap,sensplt0,sentimp,smax1,smin1,sources,statmax,statmin,supermax,supermin,suprdum,suprel,timservc,totchpts,totrest,totunit,typemony,typeoths,unit1,mwgt1,wgt1,xcrhissr,xfolsor,xmaxsor,xminsor,sentrnge,no_of_misclass
204,1.0,32.0,0,0,1.0,211.0,1.0,1.0,1,39,0,1,9.0,0,0,2,0.0,25592.4,0.0,0,1.0,2.0,3.0,7.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,24.0,24.0,1,240.0,0.0,1,240.0,0.0,996.0,36.0,1,36,0.0,6.0,0.0,1.0,1.0,0,1.0,25492.0,127.46,3.0,15.0,30.0,24.0,0.0,1
208,1.0,26.0,0,0,1.0,211.0,2.0,1.0,1,42,60,1,34.0,0,0,2,0.0,242113.8,0.0,0,5.0,2.0,1.0,0.0,10,1,0,0,1,1206.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,50.0,50.0,1,480.0,60.0,1,480.0,60.0,60.0,24.0,1,60,0.0,3.0,0.0,1.0,1.0,0,1.0,242113.8,67.8,2.0,23.0,63.0,51.0,7.0,1
209,1.0,33.0,0,24848,1.0,211.0,3.0,1.0,1,44,0,1,34.0,0,0,1,0.0,5000000.0,0.0,0,5.0,1.0,1.0,0.0,10,1,0,0,1,19.0,4.0,4.0,0,0,4.0,1.0,0.0,0.0,120.0,120.0,1,240.0,0.0,1,480.0,0.0,137.440206185567,36.0,1,60,0.0,16.0,24848.0,1.0,2.0,0,1.0,5000000.0,5000.0,6.0,29.0,188.0,151.0,2.0,1
217,2.0,29.0,0,200,1.0,211.0,6.0,1.0,1,76,60,1,12.0,0,0,1,1.0,534000.0,0.0,0,3.0,1.0,1.0,5.0,10,1,0,0,1,19.0,1200.0,865.0,0,0,0.0,0.0,0.0,0.0,55.0,55.0,1,480.0,60.0,1,480.0,60.0,60.0,24.0,1,48,0.0,10.0,0.0,1.0,3.0,0,1.0,534000.0,26.7,5.0,23.0,105.0,84.0,2.0,1
229,1.0,35.0,0,0,1.0,211.0,3.0,1.0,1,25,60,1,21.0,0,0,2,0.0,64756246.960035145,0.0,0,3.0,2.0,1.0,4.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,60.0,60.0,1,480.0,60.0,1,480.0,60.0,60.0,48.0,1,48,0.0,7.0,0.0,1.0,1.0,0,1.0,63560994.99244218,85104.43331456716,4.0,21.0,71.0,57.0,0.0,1
231,1.0,48.0,0,0,1.0,211.0,6.0,1.0,1,39,120,1,7.0,0,0,1,1.0,3914980.0,0.0,0,1.0,3.0,2.0,0.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,165.0,165.0,1,9996.0,120.0,1,9996.0,120.0,60.0,34.99150401836969,1,60,0.0,24.0,0.0,1.0,1.0,0,1.0,2334000.0,116.7,6.0,29.0,188.0,151.0,0.0,1
233,1.0,39.0,0,0,1.0,211.0,6.0,1.0,1,67,60,1,21.0,0,0,1,0.0,447600.0,0.0,0,3.0,3.0,1.0,2.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,84.0,84.0,1,480.0,60.0,1,480.0,60.0,60.0,48.0,1,60,0.0,10.0,0.0,1.0,1.0,0,1.0,447600.0,223.8,5.0,23.0,105.0,84.0,0.0,1
239,1.0,38.0,0,0,1.0,211.0,6.0,1.0,1,86,120,5,34.0,0,0,1,0.0,3980000.0,0.0,0,5.0,1.0,1.0,0.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,1.0,1.0,70.0,70.0,1,9996.0,120.0,1,9996.0,120.0,60.0,24.0,1,36,0.0,1.0,0.0,1.0,1.0,0,2.0,3980000.0,1990.0,1.0,27.0,87.0,70.0,0.0,1
242,1.0,39.0,0,0,1.0,211.0,6.0,1.0,1,86,120,1,12.0,0,0,3,0.0,64756246.960035145,0.0,0,3.0,6.0,1.0,2.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,46.0,46.0,1,9996.0,120.0,1,9996.0,120.0,60.0,34.99150401836969,1,60,0.0,0.0,0.0,1.0,1.0,0,1.0,63560994.99244218,85104.43331456716,1.0,32.0,151.0,121.0,2.0,1
243,2.0,61.0,0,0,1.0,211.0,6.0,1.0,3,86,180,8,21.0,0,0,1,0.0,2600000.0,0.0,1,3.0,1.0,1.0,0.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,180.0,180.0,1,9996.0,180.0,1,9996.0,180.0,996.0,120.0,1,120,0.0,7.0,0.0,1.0,1.0,0,2.0,2600000.0,1300.0,4.0,30.0,168.0,135.0,0.0,1
256,1.0,31.0,1,0,1.0,211.0,1.0,1.0,1,90,0,1,16.0,0,0,2,0.0,11107.5,0.0,0,6.0,2.0,2.0,0.0,10,0,24,1,1,19.0,3.0,4.0,0,0,0.0,0.0,1.0,1.0,6.0,6.0,3,240.0,0.0,1,240.0,0.0,36.0,12.0,0,0,0.0,1.0,0.0,1.0,3.0,0,1.0,11106.0,55.53,1.0,10.0,12.0,6.0,0.0,1
257,1.0,31.0,0,0,1.0,211.0,3.0,1.0,1,42,60,1,21.0,0,0,1,0.0,64756246.960035145,0.0,0,3.0,3.0,1.0,3.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,60.0,60.0,1,480.0,60.0,1,480.0,60.0,60.0,48.0,1,60,0.0,3.0,0.0,1.0,1.0,0,1.0,63560994.99244218,85104.43331456716,2.0,23.0,63.0,51.0,0.0,1
259,1.0,54.0,0,0,1.0,211.0,3.0,1.0,1,42,120,5,7.0,0,0,1,0.0,99000000.0,0.0,0,1.0,3.0,2.0,0.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,470.0,470.0,1,240.0,0.0,1,9996.0,120.0,96.0,34.99150401836969,1,996,0.0,6.0,0.0,1.0,1.0,0,2.0,90000000.0,90000.0,3.0,43.0,9996.0,9996.0,0.0,1
261,1.0,58.0,0,0,1.0,211.0,2.0,1.0,1,31,0,1,10.0,0,0,2,0.0,87714.2,0.0,0,1.0,2.0,3.0,0.0,10,1,0,0,1,14.0,61.0,673.0,0,0,0.0,0.0,0.0,0.0,96.0,96.0,1,240.0,0.0,1,9996.0,60.0,60.0,36.0,1,36,0.0,6.0,0.0,1.0,1.0,0,1.0,85346.9,23.9,3.0,19.0,46.0,37.0,7.0,1
264,2.0,29.0,0,0,1.0,211.0,6.0,1.0,1,74,120,1,12.0,0,0,1,0.0,385280000.0,0.0,0,3.0,3.0,2.0,0.0,10,1,0,0,1,16.0,48.0,4.0,0,0,0.0,0.0,1.0,1.0,37.0,37.0,1,9996.0,120.0,1,9996.0,120.0,137.440206185567,60.0,1,36,0.0,0.0,0.0,1.0,1.0,0,2.0,384800000.0,19240.0,1.0,27.0,87.0,70.0,3.0,1
265,2.0,24.0,0,0,1.0,49.0,6.0,0.0,1,74,120,1,34.0,0,0,1,0.0,120800000.0,1.0,0,5.0,3.0,1.0,0.0,10,1,0,0,1,48.0,12.0,44.0,0,0,0.0,0.0,1.0,1.0,24.0,24.0,1,9996.0,120.0,1,9996.0,120.0,60.0,24.0,1,36,0.0,0.0,0.0,1.0,1.0,0,2.0,120800000.0,6040.0,1.0,27.0,87.0,70.0,3.0,1
270,1.0,31.0,0,0,1.0,211.0,3.0,1.0,1,48,60,1,21.0,0,0,2,0.0,64756246.960035145,0.0,0,3.0,2.0,1.0,2.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,60.0,60.0,1,480.0,60.0,1,480.0,60.0,60.0,48.0,1,48,0.0,12.0,0.0,1.0,1.0,0,1.0,63560994.99244218,85104.43331456716,5.0,19.0,71.0,57.0,0.0,1
273,1.0,26.0,0,0,1.0,211.0,3.0,1.0,1,81,0,1,10.0,0,0,3,0.0,1800.0,0.0,0,1.0,6.0,1.0,0.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,0.03,0.03,1,240.0,0.0,1,240.0,0.0,36.0,36.0,1,36,997.0,0.0,0.0,1.0,1.0,0,1.0,1800.0,1.8,1.0,10.0,12.0,6.0,0.0,1
278,1.0,35.0,0,0,1.0,211.0,6.0,1.0,1,65,60,1,8.0,0,0,2,0.0,64756246.960035145,0.0,0,1.0,2.0,1.0,3.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,60.0,60.0,1,240.0,0.0,1,960.0,60.0,60.0,36.0,1,48,0.0,7.0,0.0,1.0,1.0,0,1.0,63560994.99244218,85104.43331456716,4.0,21.0,71.0,57.0,0.0,1
282,1.0,25.0,0,0,1.0,49.0,4.0,1.0,1,41,60,5,9.0,0,0,1,0.0,121000.0,1.0,0,1.0,3.0,1.0,4.0,10,1,0,0,1,2.0,3.0,4.0,0,0,3.0,0.0,1.0,1.0,18.0,18.0,1,480.0,60.0,1,960.0,60.0,60.0,24.0,1,24,0.0,0.0,0.0,1.0,1.0,0,2.0,121000.0,121000.0,1.0,19.0,37.0,30.0,8.0,1
284,1.0,34.0,0,0,1.0,211.0,77.0,1.0,1,71,0,1,34.0,0,0,1,0.0,474700.0,0.0,0,5.0,1.0,2.0,0.0,10,1,0,0,1,500.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,65.0,65.0,1,240.0,0.0,1,480.0,0.0,36.0,12.0,1,48,0.0,9.0,0.0,1.0,1.0,0,10.0,432000.0,4.32,4.0,23.0,87.0,70.0,4.0,1
290,2.0,36.0,0,0,1.0,49.0,6.0,1.0,1,63,120,5,32.0,0,0,1,0.0,60352000.0,1.0,0,1.0,3.0,1.0,3.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,120.0,120.0,1,9996.0,120.0,1,9996.0,120.0,60.0,34.99150401836969,1,60,0.0,0.0,0.0,1.0,1.0,0,1.0,60352000.0,3017.6,1.0,35.0,210.0,168.0,2.0,1
291,1.0,34.0,0,0,1.0,211.0,6.0,1.0,1,76,120,1,7.0,0,0,1,1.0,4508300.0,0.0,0,1.0,1.0,2.0,4.0,10,1,0,0,1,19.0,1211.0,15.0,0,0,0.0,0.0,1.0,1.0,66.0,66.0,1,9996.0,120.0,1,9996.0,120.0,60.0,24.0,1,60,0.0,0.0,0.0,1.0,1.0,0,1.0,4426200.0,2213.1,1.0,27.0,87.0,70.0,2.0,1
293,1.0,32.0,0,0,1.0,49.0,6.0,0.0,1,82,120,1,32.0,0,0,1,0.0,7616000.0,1.0,0,1.0,3.0,2.0,4.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,70.0,70.0,1,9996.0,120.0,1,9996.0,120.0,60.0,34.99150401836969,0,0,0.0,0.0,0.0,1.0,1.0,0,1.0,7406000.0,3703.0,1.0,31.0,135.0,108.0,2.0,1
301,1.0,42.0,0,800,1.0,211.0,6.0,1.0,1,76,120,1,12.0,0,0,1,0.0,2740000.0,0.0,0,3.0,1.0,1.0,3.0,10,1,0,0,1,19.0,65.0,865.0,0,0,0.0,0.0,0.0,0.0,100.0,100.0,1,9996.0,120.0,1,9996.0,120.0,60.0,34.99150401836969,1,60,0.0,15.0,0.0,1.0,3.0,0,1.0,2740000.0,137.0,6.0,27.0,162.0,130.0,2.0,1
308,1.0,39.0,0,0,1.0,57.0,4.0,1.0,1,85,0,1,34.0,0,0,4,0.0,96250.0,1.0,0,5.0,6.0,1.0,3.0,10,1,0,0,1,19.0,1206.0,17.0,0,0,0.0,0.0,0.0,0.0,12.03,12.03,1,60.0,0.0,1,60.0,0.0,36.0,12.0,1,24,0.0,0.0,0.0,1.0,1.0,0,2.0,96250.0,96250.0,1.0,21.0,46.0,37.0,2.0,1
311,1.0,28.0,0,3600,1.0,211.0,77.0,1.0,1,43,0,1,32.0,0,0,2,0.0,64756246.960035145,0.0,0,1.0,2.0,1.0,2.0,10,1,0,0,1,19.0,3.0,4.0,0,0,4.0,0.0,0.0,0.0,27.0,27.0,1,240.0,0.0,1,240.0,0.0,36.0,12.0,1,36,0.0,2.0,0.0,1.0,3.0,0,1.0,63560994.99244218,85104.43331456716,2.0,15.0,27.0,21.0,0.0,1
312,1.0,31.0,0,0,1.0,211.0,3.0,1.0,1,56,240,1,12.0,0,0,2,0.0,64756246.960035145,0.0,0,3.0,2.0,1.0,1.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,132.0,132.0,1,240.0,0.0,1,9996.0,240.0,60.0,34.99150401836969,1,60,0.0,8.0,0.0,1.0,1.0,0,1.0,63560994.99244218,85104.43331456716,4.0,35.0,293.0,235.0,2.0,1
314,1.0,22.0,0,0,1.0,211.0,3.0,1.0,1,17,0,5,12.0,0,0,2,0.0,21039.24,0.0,0,3.0,2.0,2.0,1.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,30.0,30.0,1,240.0,0.0,1,240.0,0.0,36.0,36.0,1,36,0.0,10.0,0.0,1.0,1.0,0,1.0,21020.0,21.02,5.0,13.0,37.0,30.0,0.0,1
316,1.0,51.0,0,0,1.0,211.0,6.0,1.0,1,83,120,1,5.0,0,0,1,1.0,23571360.0,0.0,0,1.0,3.0,2.0,0.0,10,1,0,0,1,500.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,144.0,144.0,1,9996.0,120.0,1,9996.0,120.0,60.0,34.99150401836969,1,60,0.0,5.0,0.0,1.0,1.0,0,1.0,17856000.0,892.8,3.0,33.0,210.0,168.0,7.0,1
320,1.0,32.0,0,0,1.0,49.0,6.0,1.0,1,84,0,1,11.0,0,0,1,0.0,962400.0,1.0,0,1.0,3.0,1.0,4.0,10,1,0,0,1,500.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,72.0,72.0,1,240.0,0.0,1,9996.0,60.0,60.0,34.99150401836969,1,60,0.0,0.0,0.0,1.0,1.0,0,1.0,962400.0,48.12,1.0,25.0,71.0,57.0,4.0,1
323,1.0,21.0,0,0,1.0,211.0,6.0,1.0,1,70,120,1,10.0,0,0,1,1.0,20200000.0,0.0,0,1.0,3.0,1.0,0.0,10,1,0,0,1,48.0,11.0,17.0,0,0,0.0,0.0,1.0,1.0,12.03,12.03,1,9996.0,120.0,1,9996.0,120.0,60.0,24.0,1,36,0.0,0.0,0.0,1.0,1.0,0,2.0,20200000.0,10100.0,1.0,31.0,135.0,108.0,3.0,1
329,1.0,43.0,0,500,1.0,211.0,6.0,1.0,1,42,0,5,12.0,0,0,1,1.0,1120000.0,0.0,0,3.0,3.0,1.0,0.0,10,0,60,1,1,17.0,18.0,61.0,0,0,4.0,0.0,1.0,1.0,0.0,0.0,4,240.0,0.0,1,240.0,0.0,36.0,12.0,0,0,0.0,1.0,0.0,1.0,3.0,0,1.0,1120000.0,56.0,1.0,25.0,71.0,57.0,8.0,1
330,1.0,32.0,0,0,1.0,211.0,6.0,1.0,1,84,120,1,9.0,0,0,1,0.0,1113200.0,0.0,0,1.0,3.0,1.0,5.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,140.0,140.0,1,9996.0,120.0,1,9996.0,120.0,60.0,24.0,1,60,0.0,10.0,0.0,1.0,1.0,0,1.0,1113200.0,55.66,5.0,29.0,175.0,140.0,0.0,1
332,1.0,24.0,0,0,1.0,211.0,6.0,1.0,1,53,120,5,6.0,0,0,1,0.0,7434000.0,0.0,0,1.0,1.0,1.0,3.0,10,1,0,0,1,1200.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,140.0,140.0,1,240.0,0.0,1,9996.0,120.0,60.0,34.99150401836969,1,60,0.0,11.0,0.0,1.0,1.0,0,1.0,7434000.0,371.7,6.0,34.0,327.0,262.0,8.0,1
335,1.0,32.0,0,0,1.0,211.0,6.0,1.0,1,67,120,1,12.0,0,0,1,0.0,3040000.0,0.0,0,3.0,1.0,1.0,0.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,78.0,78.0,1,9996.0,120.0,1,9996.0,120.0,60.0,60.0,1,60,0.0,11.0,0.0,1.0,1.0,0,2.0,3040000.0,1520.0,5.0,29.0,175.0,140.0,2.0,1
341,2.0,26.0,0,0,1.0,49.0,4.0,1.0,1,41,60,5,8.0,0,0,1,0.0,220550.0,1.0,0,1.0,3.0,1.0,0.0,10,1,0,0,1,19.0,60.0,61.0,0,0,0.0,0.0,1.0,1.0,18.0,18.0,1,480.0,60.0,1,480.0,60.0,60.0,24.0,0,0,0.0,0.0,0.0,1.0,1.0,0,2.0,220550.0,220550.0,1.0,19.0,37.0,30.0,2.0,1
344,2.0,25.0,0,0,1.0,211.0,6.0,1.0,1,66,120,1,12.0,0,0,1,0.0,64756246.960035145,0.0,0,3.0,1.0,1.0,0.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,48.0,48.0,1,9996.0,120.0,1,9996.0,120.0,60.0,34.99150401836969,1,60,0.0,5.0,0.0,1.0,1.0,0,1.0,63560994.99244218,85104.43331456716,3.0,31.0,168.0,135.0,2.0,1
348,1.0,24.0,0,0,1.0,211.0,3.0,1.0,1,52,120,1,32.0,0,0,2,0.0,1096417.0,0.0,0,1.0,2.0,2.0,0.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,1.0,1.0,57.0,57.0,1,9996.0,120.0,1,9996.0,120.0,60.0,24.0,1,36,0.0,0.0,0.0,1.0,1.0,0,2.0,1000000.0,1000.0,1.0,23.0,57.0,46.0,0.0,1
356,1.0,32.0,0,0,1.0,211.0,77.0,1.0,1,35,120,5,21.0,0,0,4,0.0,3734500.0,0.0,0,3.0,6.0,5.0,0.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,121.0,121.0,1,9996.0,120.0,1,9996.0,120.0,60.0,34.99150401836969,1,60,0.0,2.0,0.0,1.0,1.0,0,1.0,2939750.0,1175.9,2.0,31.0,151.0,121.0,0.0,1
363,1.0,20.0,0,0,1.0,211.0,3.0,0.0,1,70,120,1,6.0,0,0,1,1.0,6836020.0,0.0,0,1.0,3.0,3.0,2.0,10,1,0,0,1,48.0,703.0,11.0,0,0,0.0,0.0,1.0,1.0,24.0,24.0,1,9996.0,120.0,1,9996.0,120.0,60.0,24.0,1,36,0.0,0.0,0.0,1.0,1.0,0,2.0,4180000.0,4180.0,1.0,23.0,57.0,46.0,3.0,1
370,1.0,22.0,0,0,1.0,211.0,77.0,1.0,1,15,60,1,12.0,0,0,2,0.0,64756246.960035145,0.0,0,3.0,2.0,1.0,0.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,60.0,60.0,1,480.0,60.0,1,480.0,60.0,60.0,48.0,1,48,0.0,5.0,0.0,1.0,1.0,0,1.0,63560994.99244218,85104.43331456716,3.0,21.0,57.0,46.0,0.0,1
373,1.0,39.0,0,0,1.0,211.0,77.0,1.0,1,51,0,1,9.0,0,0,2,0.0,33500.0,0.0,0,1.0,2.0,1.0,1.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,33.0,33.0,1,240.0,0.0,1,240.0,0.0,36.0,36.0,1,36,0.0,19.0,0.0,1.0,1.0,0,1.0,33500.0,5.0,6.0,13.0,41.0,33.0,0.0,1
376,1.0,30.0,0,0,1.0,211.0,1.0,1.0,1,30,120,1,34.0,0,0,1,0.0,72716000.0,0.0,0,5.0,3.0,1.0,2.0,10,1,0,0,1,2.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,130.0,130.0,1,9996.0,120.0,1,9996.0,120.0,60.0,34.99150401836969,1,60,0.0,2.0,0.0,1.0,1.0,0,2.0,72716000.0,363580.0,2.0,33.0,188.0,151.0,8.0,1
377,1.0,39.0,0,0,1.0,211.0,6.0,1.0,1,67,1,1,12.0,0,0,1,0.0,26000.0,0.0,0,3.0,3.0,1.0,3.0,9,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,1.0,1.0,16.46,16.46,1,24.0,1.0,1,24.0,1.0,12.0,12.0,1,12,16.46,9.0,0.0,1.0,1.0,0,1.0,26000.0,13.0,4.0,2.0,6.0,0.0,0.0,1
378,1.0,21.0,0,0,1.0,211.0,3.0,1.0,1,17,0,1,10.0,0,0,2,0.0,51492.24,0.0,0,1.0,2.0,2.0,0.0,10,1,0,0,1,60.0,61.0,4.0,0,0,0.0,0.0,0.0,0.0,120.0,120.0,1,240.0,0.0,1,720.0,0.0,36.0,36.0,1,36,0.0,5.0,0.0,1.0,1.0,0,1.0,51470.0,51.47,3.0,24.0,78.0,63.0,6.0,1
381,1.0,31.0,0,0,1.0,211.0,77.0,1.0,1,34,0,1,8.0,0,0,2,0.0,64756246.960035145,0.0,0,1.0,2.0,1.0,2.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,30.0,30.0,1,240.0,0.0,1,240.0,0.0,36.0,34.99150401836969,1,36,0.0,14.0,0.0,1.0,1.0,0,1.0,63560994.99244218,3.7,6.0,10.0,30.0,24.0,0.0,1
386,1.0,47.0,0,0,1.0,211.0,6.0,1.0,1,76,60,1,24.0,0,0,1,0.0,1737080.0,0.0,0,6.0,1.0,2.0,0.0,10,1,0,0,1,19.0,2.0,3.0,0,0,0.0,0.0,0.0,0.0,62.0,62.0,1,480.0,60.0,1,480.0,60.0,60.0,48.0,1,48,0.0,9.0,0.0,1.0,1.0,0,1.0,1457080.0,728.54,4.0,29.0,151.0,121.0,2.0,1
393,2.0,32.0,0,0,1.0,211.0,6.0,1.0,1,39,0,5,21.0,0,0,1,0.0,170100.0,0.0,0,3.0,1.0,1.0,2.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,84.0,84.0,1,240.0,0.0,1,240.0,0.0,36.0,34.99150401836969,1,36,0.0,11.0,0.0,1.0,1.0,0,1.0,170100.0,85.05,5.0,23.0,105.0,84.0,0.0,1
399,1.0,30.0,0,0,1.0,49.0,1.0,1.0,1,41,60,1,32.0,0,0,1,1.0,994000.0,1.0,0,1.0,3.0,1.0,0.0,10,1,0,0,1,19.0,3.0,4.0,0,0,6.0,0.0,0.0,0.0,70.0,70.0,1,480.0,60.0,1,600.0,60.0,60.0,36.0,1,60,0.0,3.0,0.0,1.0,1.0,0,2.0,994000.0,4970.0,2.0,25.0,78.0,63.0,0.0,1
400,1.0,41.0,0,0,1.0,28.0,1.0,0.0,1,28,120,1,10.0,0,0,8,0.0,383200000.0,1.0,0,1.0,3.0,1.0,3.0,10,1,0,0,1,1200.0,61.0,650.0,0,0,0.0,0.0,0.0,0.0,120.0,120.0,1,9996.0,120.0,1,9996.0,120.0,996.0,60.0,1,60,0.0,0.0,0.0,1.0,1.0,0,2.0,383200000.0,1916000.0,1.0,35.0,210.0,168.0,8.0,1
404,1.0,26.0,0,0,1.0,211.0,6.0,1.0,1,56,60,1,32.0,0,0,1,0.0,2967939.62,0.0,0,1.0,1.0,4.0,0.0,10,1,0,0,1,19.0,2.0,3.0,0,0,0.0,0.0,0.0,0.0,120.0,120.0,1,480.0,60.0,1,960.0,60.0,60.0,48.0,1,60,0.0,11.0,0.0,1.0,1.0,0,1.0,2721560.0,1360.78,5.0,31.0,210.0,168.0,2.0,1
406,1.0,28.0,0,0,1.0,211.0,6.0,1.0,1,2,60,1,21.0,0,0,1,0.0,1493400.0,0.0,0,3.0,1.0,1.0,1.0,10,1,0,0,1,2.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,96.0,96.0,1,480.0,60.0,1,480.0,60.0,60.0,48.0,1,48,0.0,10.0,0.0,1.0,1.0,0,1.0,1493400.0,74.67,5.0,29.0,175.0,140.0,7.0,1
411,1.0,53.0,0,5000,1.0,211.0,4.0,1.0,1,0,0,1,12.0,0,0,1,0.0,1700.0,0.0,0,3.0,1.0,1.0,1.0,10,0,36,1,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,48.0,0.0,1,48.0,0.0,12.0,34.99150401836969,0,0,0.0,0.0,0.0,1.0,3.0,0,5.0,1700.0,1700.0,1.0,6.0,6.0,0.0,0.0,1
412,1.0,38.0,0,0,1.0,211.0,2.0,1.0,1,90,0,1,12.0,0,0,2,0.0,38568.0,0.0,0,3.0,2.0,2.0,2.0,10,0,36,1,1,15.0,16.0,17.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,240.0,0.0,1,240.0,0.0,36.0,36.0,0,0,0.0,2.0,0.0,1.0,1.0,0,1.0,28568.0,8.0,2.0,13.0,21.0,15.0,8.0,1
417,1.0,37.0,0,0,1.0,211.0,6.0,1.0,1,65,0,1,34.0,0,0,2,0.0,64756246.960035145,0.0,0,5.0,2.0,1.0,1.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,97.0,97.0,1,120.0,0.0,1,9996.0,60.0,60.0,36.0,1,36,0.0,18.0,0.0,1.0,1.0,0,1.0,63560994.99244218,85104.43331456716,6.0,13.0,41.0,33.0,0.0,1
420,1.0,36.0,0,0,1.0,49.0,6.0,0.0,1,83,120,1,11.0,0,0,1,0.0,47200000.0,1.0,0,1.0,3.0,1.0,5.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,1.0,1.0,72.0,72.0,1,9996.0,120.0,1,9996.0,120.0,60.0,24.0,1,24,0.0,0.0,0.0,1.0,1.0,0,2.0,47200000.0,23600.0,1.0,31.0,135.0,108.0,2.0,1
432,2.0,40.0,0,0,1.0,211.0,6.0,1.0,1,25,0,5,21.0,0,0,1,0.0,20960.0,0.0,0,3.0,1.0,2.0,2.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,18.0,18.0,1,240.0,0.0,1,720.0,0.0,36.0,34.99150401836969,1,36,0.0,3.0,0.0,1.0,1.0,0,1.0,20800.0,1.04,2.0,13.0,21.0,15.0,0.0,1
436,1.0,25.0,0,600,1.0,211.0,3.0,1.0,1,14,60,1,12.0,0,0,1,0.0,64756246.960035145,0.0,0,3.0,1.0,1.0,0.0,10,1,0,0,1,1200.0,1200.0,4.0,0,0,0.0,0.0,0.0,0.0,84.0,84.0,1,480.0,60.0,1,480.0,60.0,60.0,48.0,1,48,0.0,10.0,0.0,1.0,3.0,0,1.0,63560994.99244218,85104.43331456716,5.0,25.0,125.0,100.0,8.0,1
453,1.0,29.0,0,0,1.0,211.0,6.0,1.0,1,42,60,5,12.0,0,0,1,0.0,34000000.0,0.0,0,3.0,1.0,1.0,1.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,293.0,293.0,1,480.0,60.0,1,480.0,60.0,60.0,48.0,1,60,0.0,23.0,0.0,1.0,1.0,0,2.0,34000000.0,1700.0,6.0,33.0,293.0,235.0,0.0,1
456,1.0,26.0,0,0,1.0,211.0,2.0,1.0,1,6,0,1,10.0,0,0,2,0.0,64756246.960035145,0.0,0,1.0,2.0,1.0,2.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,78.0,78.0,1,240.0,0.0,1,240.0,0.0,36.0,12.0,1,36,0.0,8.0,0.0,1.0,1.0,0,1.0,63560994.99244218,85104.43331456716,4.0,23.0,87.0,70.0,0.0,1
